12, 12, 3
23, 7, 6
59, 43, 49
59, 43, 49
42, 25, 24
53, 31, 39
72, 60, 77
72, 60, 77
59, 43, 49
59, 43, 49
42, 25, 24
31, 12, 17
18, 1, 4
12, 0, 3
10, 0, 2
17, 9, 3
49, 43, 14
31, 12, 17
59, 43, 49
32, 21, 16
107, 101, 121
107, 101, 121
72, 60, 77
59, 43, 49
59, 43, 49
59, 43, 49
59, 43, 49
59, 43, 49
42, 25, 24
29, 10, 9
16, 0, 5
16, 0, 5
13, 0, 3
9, 0, 2
8, 0, 2
53, 31, 39
42, 25, 24
18, 1, 4
140, 133, 146
107, 101, 121
72, 60, 77
31, 12, 17
42, 25, 24
59, 43, 49
107, 101, 121
140, 133, 146
140, 133, 146
140, 133, 146
72, 60, 77
59, 43, 49
53, 31, 39
23, 7, 6
16, 0, 5
13, 0, 3
9, 0, 2
8, 0, 2
8, 0, 2
9, 0, 2
12, 12, 3
31, 12, 17
13, 0, 3
18, 1, 4
23, 7, 6
18, 1, 4
29, 10, 9
32, 21, 16
53, 31, 39
72, 60, 77
72, 60, 77
107, 101, 121
140, 133, 146
107, 101, 121
72, 60, 77
59, 43, 49
53, 31, 39
32, 21, 16
23, 7, 6
16, 0, 5
10, 0, 2
9, 0, 2
8, 0, 2
8, 0, 2
6, 0, 1
9, 0, 2
107, 101, 121
11, 1, 1
11, 0, 2
9, 0, 2
18, 1, 4
149, 54, 2
55, 51, 13
32, 21, 16
29, 10, 9
32, 21, 16
53, 31, 39
59, 43, 49
72, 60, 77
72, 60, 77
72, 60, 77
72, 60, 77
72, 60, 77
42, 25, 24
29, 10, 9
16, 0, 5
8, 1, 0
8, 1, 0
12, 0, 3
15, 0, 2
149, 54, 2
149, 54, 2
69, 2, 3
42, 25, 24
248, 218, 12
234, 224, 50
107, 101, 121
53, 31, 39
31, 12, 17
42, 25, 24
72, 60, 77
72, 60, 77
23, 7, 6
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
11, 0, 2
18, 1, 4
149, 54, 2
42, 25, 24
83, 5, 3
83, 5, 3
224, 145, 5
234, 224, 50
177, 134, 15
32, 21, 16
18, 1, 4
18, 1, 4
11, 1, 1
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
9, 0, 2
6, 0, 1
149, 54, 2
83, 5, 3
34, 11, 3
149, 54, 2
50, 9, 5
240, 138, 2
240, 138, 2
177, 134, 15
42, 25, 24
11, 1, 1
1, 0, 0
1, 0, 0
23, 10, 5
23, 10, 5
23, 10, 5
20, 3, 3
23, 10, 5
1, 0, 0
1, 1, 0
1, 0, 0
1, 0, 0
11, 0, 2
6, 0, 1
50, 9, 5
203, 60, 2
203, 60, 2
203, 60, 2
203, 60, 2
149, 54, 2
248, 218, 12
133, 146, 49
34, 11, 3
95, 47, 3
95, 47, 3
69, 6, 3
34, 0, 2
29, 10, 9
42, 25, 24
31, 12, 17
31, 12, 17
23, 7, 6
18, 1, 4
23, 7, 6
16, 0, 5
18, 1, 4
50, 9, 5
59, 24, 11
49, 43, 14
1, 0, 0
1, 1, 0
1, 1, 0
1, 0, 0
11, 0, 2
9, 0, 2
95, 47, 3
233, 109, 2
249, 166, 2
245, 156, 2
240, 138, 2
65, 39, 3
34, 11, 3
28, 22, 5
72, 60, 77
59, 43, 49
11, 0, 4
9, 0, 2
9, 0, 2
9, 0, 2
8, 0, 2
9, 0, 2
8, 0, 3
9, 0, 2
6, 0, 1
6, 0, 1
8, 0, 2
6, 0, 1
6, 0, 1
6, 0, 1
6, 0, 1
9, 0, 2
29, 10, 9
42, 25, 24
1, 0, 0
13, 0, 3
8, 0, 2
83, 5, 3
247, 154, 2
254, 213, 7
248, 218, 12
254, 209, 3
249, 200, 3
13, 0, 3
249, 166, 2
233, 109, 2
203, 60, 2
11, 0, 3
9, 0, 2
9, 0, 2
9, 0, 2
11, 0, 4
10, 0, 2
11, 0, 3
13, 0, 3
18, 1, 4
31, 12, 17
27, 35, 6
23, 10, 5
17, 9, 3
23, 10, 5
1, 0, 0
24, 12, 4
8, 1, 0
8, 0, 2
69, 6, 3
249, 166, 2
254, 209, 3
254, 209, 3
249, 200, 3
245, 203, 7
224, 145, 5
12, 0, 3
233, 109, 2
233, 109, 2
233, 109, 2
9, 0, 2
11, 0, 3
13, 0, 3
16, 0, 5
23, 7, 6
17, 9, 3
1, 0, 0
1, 0, 0
1, 0, 0
13, 0, 3
149, 54, 2
252, 204, 3
254, 213, 7
254, 213, 7
252, 204, 3
249, 191, 2
249, 166, 2
240, 138, 2
149, 54, 2
50, 9, 5
23, 7, 6
23, 10, 5
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
9, 0, 2
149, 54, 2
249, 166, 2
254, 213, 7
254, 209, 3
254, 213, 7
249, 191, 2
245, 156, 2
233, 109, 2
203, 60, 2
95, 47, 3
8, 1, 0
1, 1, 0
1, 1, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
63, 83, 18
8, 1, 0
149, 54, 2
240, 138, 2
254, 213, 7
254, 213, 7
248, 218, 12
249, 166, 2
247, 154, 2
233, 109, 2
149, 54, 2
83, 5, 3
1, 0, 0
1, 1, 0
1, 0, 0
1, 1, 0
1, 0, 0
1, 0, 0
1, 0, 0
12, 12, 3
107, 142, 6
27, 35, 6
11, 1, 1
233, 109, 2
247, 154, 2
254, 209, 3
254, 213, 7
248, 218, 12
254, 213, 7
249, 200, 3
247, 154, 2
233, 109, 2
203, 60, 2
34, 11, 3
18, 1, 4
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 1, 0
1, 0, 0
49, 43, 14
81, 142, 8
60, 110, 18
203, 60, 2
245, 156, 2
252, 193, 3
254, 213, 7
248, 218, 12
248, 218, 12
254, 213, 7
249, 200, 3
249, 166, 2
240, 138, 2
203, 60, 2
13, 0, 3
18, 1, 4
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
126, 142, 6
54, 84, 3
71, 96, 8
81, 142, 8
109, 194, 6
149, 54, 2
249, 191, 2
249, 191, 2
252, 204, 3
254, 213, 7
248, 218, 12
248, 218, 12
254, 209, 3
249, 191, 2
245, 156, 2
233, 109, 2
203, 60, 2
12, 0, 3
13, 0, 3
15, 2, 3
1, 0, 0
128, 199, 6
150, 200, 6
31, 53, 4
107, 142, 6
81, 119, 15
184, 212, 7
1, 0, 0
249, 191, 2
245, 156, 2
254, 209, 3
254, 209, 3
252, 204, 3
252, 204, 3
249, 200, 3
246, 192, 2
246, 192, 2
240, 138, 2
240, 138, 2
149, 54, 2
13, 0, 3
11, 0, 4
16, 0, 5
109, 194, 6
84, 174, 15
170, 203, 6
45, 96, 3
95, 114, 6
81, 119, 15
181, 214, 13
49, 43, 14
1, 0, 0
149, 54, 2
249, 191, 2
252, 204, 3
252, 204, 3
254, 209, 3
254, 213, 7
252, 204, 3
254, 209, 3
249, 191, 2
245, 156, 2
240, 138, 2
233, 109, 2
15, 0, 2
11, 0, 2
13, 0, 3
18, 1, 4
23, 7, 6
1, 0, 0
53, 46, 3
109, 194, 6
107, 142, 6
109, 194, 6
95, 114, 6
71, 96, 8
170, 203, 6
12, 12, 3
12, 12, 3
43, 54, 10
58, 78, 14
54, 84, 3
43, 54, 10
27, 35, 6
6, 0, 1
249, 166, 2
240, 138, 2
249, 200, 3
254, 213, 7
254, 209, 3
249, 200, 3
254, 213, 7
252, 204, 3
249, 191, 2
249, 191, 2
245, 156, 2
233, 109, 2
18, 1, 4
13, 0, 3
13, 0, 3
13, 0, 3
16, 0, 5
53, 46, 3
128, 199, 6
81, 142, 8
107, 142, 6
27, 35, 6
61, 97, 5
170, 203, 6
49, 43, 14
49, 43, 14
126, 142, 6
95, 114, 6
95, 114, 6
95, 114, 6
107, 142, 6
107, 142, 6
18, 11, 3
69, 6, 3
249, 166, 2
247, 154, 2
249, 191, 2
252, 204, 3
252, 193, 3
249, 200, 3
252, 204, 3
249, 191, 2
246, 192, 2
246, 192, 2
249, 166, 2
95, 47, 3
15, 0, 2
12, 0, 3
13, 0, 3
12, 0, 3
23, 10, 5
49, 43, 14
128, 199, 6
82, 119, 4
12, 12, 3
54, 84, 3
181, 214, 13
12, 12, 3
82, 119, 4
184, 212, 7
184, 212, 7
170, 203, 6
170, 203, 6
184, 212, 7
126, 142, 6
46, 46, 3
13, 0, 3
177, 134, 15
245, 156, 2
240, 138, 2
249, 191, 2
249, 166, 2
249, 191, 2
252, 193, 3
249, 200, 3
246, 192, 2
249, 200, 3
246, 192, 2
203, 60, 2
83, 5, 3
26, 0, 2
11, 0, 3
13, 0, 3
16, 0, 5
23, 10, 5
17, 9, 3
49, 43, 14
41, 26, 3
107, 142, 6
71, 96, 8
28, 22, 5
71, 96, 8
170, 203, 6
150, 200, 6
31, 38, 4
16, 5, 2
20, 7, 4
16, 3, 3
25, 22, 3
28, 22, 5
20, 7, 4
8, 0, 2
249, 166, 2
233, 109, 2
240, 138, 2
240, 138, 2
247, 154, 2
249, 166, 2
249, 166, 2
249, 191, 2
245, 203, 7
245, 203, 7
246, 192, 2
83, 5, 3
72, 6, 4
34, 0, 2
11, 0, 3
13, 0, 3
16, 0, 5
128, 199, 6
150, 200, 6
150, 200, 6
117, 200, 13
46, 46, 3
58, 78, 14
70, 57, 12
71, 96, 8
43, 54, 10
150, 200, 6
81, 119, 15
61, 97, 5
61, 97, 5
36, 62, 5
28, 22, 5
16, 3, 3
20, 7, 4
8, 0, 1
248, 218, 12
249, 166, 2
240, 138, 2
245, 156, 2
240, 138, 2
249, 200, 3
254, 209, 3
248, 218, 12
248, 218, 12
149, 54, 2
83, 5, 3
83, 5, 3
83, 5, 3
34, 0, 2
11, 0, 2
12, 0, 3
13, 0, 3
1, 0, 0
27, 35, 6
65, 99, 20
184, 212, 7
181, 214, 13
184, 212, 7
184, 212, 7
184, 212, 7
150, 200, 6
108, 63, 3
23, 15, 4
126, 142, 6
81, 166, 4
109, 194, 6
234, 224, 50
248, 218, 12
184, 212, 7
248, 218, 12
248, 218, 12
248, 218, 12
170, 203, 6
54, 84, 3
83, 5, 3
203, 60, 2
245, 203, 7
248, 218, 12
177, 134, 15
149, 54, 2
95, 47, 3
83, 5, 3
83, 5, 3
83, 5, 3
83, 5, 3
69, 2, 3
69, 2, 3
34, 0, 2
11, 0, 3
11, 0, 2
15, 0, 2
1, 1, 0
43, 54, 10
60, 110, 18
60, 110, 18
81, 119, 15
71, 96, 8
126, 142, 6
43, 54, 10
107, 142, 6
107, 142, 6
107, 142, 6
128, 199, 6
81, 119, 15
18, 9, 3
170, 203, 6
70, 57, 12
28, 22, 5
54, 153, 4
107, 142, 6
234, 224, 50
53, 46, 3
26, 11, 3
28, 22, 5
24, 12, 4
23, 15, 4
18, 11, 3
10, 0, 2
50, 9, 5
83, 5, 3
83, 5, 3
83, 5, 3
50, 9, 5
83, 5, 3
83, 5, 3
83, 5, 3
83, 5, 3
83, 5, 3
83, 5, 3
69, 2, 3
50, 9, 5
34, 0, 2
11, 0, 1
11, 0, 2
11, 1, 1
25, 22, 3
63, 83, 18
81, 119, 15
65, 99, 20
41, 26, 3
58, 78, 14
60, 87, 18
49, 43, 14
49, 43, 14
55, 51, 13
95, 114, 6
71, 96, 8
71, 96, 8
95, 114, 6
55, 51, 13
61, 97, 5
150, 200, 6
128, 199, 6
181, 214, 13
234, 224, 50
234, 224, 50
184, 212, 7
58, 78, 14
54, 84, 3
54, 153, 4
128, 199, 6
234, 224, 50
24, 12, 4
25, 22, 3
24, 12, 4
28, 22, 5
58, 78, 14
81, 119, 15
63, 83, 18
33, 23, 3
83, 5, 3
83, 5, 3
83, 5, 3
69, 2, 3
72, 6, 4
72, 6, 4
83, 5, 3
83, 5, 3
69, 2, 3
69, 2, 3
69, 2, 3
50, 9, 5
16, 3, 3
34, 11, 3
46, 46, 3
31, 35, 8
41, 26, 3
53, 46, 3
46, 46, 3
41, 26, 3
53, 46, 3
71, 96, 8
46, 46, 3
58, 78, 14
71, 96, 8
82, 119, 4
58, 78, 14
82, 119, 4
95, 114, 6
95, 114, 6
71, 96, 8
53, 46, 3
55, 51, 13
55, 51, 13
108, 63, 3
12, 12, 3
117, 200, 13
128, 199, 6
128, 199, 6
102, 142, 15
46, 46, 3
43, 54, 10
28, 22, 5
33, 23, 3
53, 46, 3
45, 96, 3
59, 130, 3
128, 199, 6
169, 218, 39
24, 12, 4
41, 26, 3
128, 199, 6
128, 199, 6
234, 224, 50
234, 224, 50
58, 78, 14
33, 23, 3
70, 57, 12
72, 6, 4
69, 2, 3
50, 9, 5
83, 5, 3
69, 2, 3
83, 5, 3
72, 6, 4
53, 31, 39
34, 0, 2
23, 7, 6
41, 26, 3
41, 26, 3
41, 26, 3
53, 46, 3
41, 26, 3
41, 26, 3
46, 46, 3
30, 12, 3
41, 26, 3
41, 26, 3
53, 46, 3
26, 11, 3
41, 26, 3
53, 46, 3
53, 46, 3
70, 57, 12
53, 46, 3
53, 46, 3
41, 26, 3
55, 51, 13
41, 26, 3
29, 10, 9
29, 10, 9
59, 24, 11
109, 194, 6
107, 142, 6
151, 212, 18
36, 62, 5
41, 26, 3
11, 0, 2
36, 62, 5
36, 62, 5
65, 96, 3
54, 84, 3
45, 96, 3
53, 112, 5
150, 200, 6
18, 11, 3
55, 51, 13
81, 142, 8
126, 142, 6
169, 218, 39
43, 54, 10
18, 11, 3
28, 22, 5
9, 0, 2
26, 0, 2
69, 2, 3
72, 6, 4
50, 9, 5
69, 2, 3
50, 9, 5
26, 0, 2
72, 60, 77
72, 60, 77
28, 22, 5
33, 23, 3
31, 38, 4
53, 46, 3
41, 26, 3
33, 23, 3
46, 46, 3
41, 26, 3
15, 0, 2
15, 0, 2
26, 11, 3
30, 12, 3
13, 0, 3
30, 12, 3
41, 26, 3
41, 26, 3
31, 38, 4
41, 26, 3
41, 26, 3
41, 26, 3
59, 24, 11
41, 26, 3
33, 23, 3
27, 35, 6
36, 62, 5
109, 194, 6
28, 22, 5
109, 194, 6
109, 194, 6
109, 194, 6
109, 194, 6
128, 199, 6
128, 199, 6
68, 151, 5
30, 35, 3
53, 112, 5
150, 200, 6
36, 62, 5
36, 62, 5
150, 200, 6
170, 203, 6
23, 15, 4
28, 22, 5
16, 3, 3
107, 101, 121
140, 133, 146
20, 7, 4
30, 12, 3
26, 11, 3
20, 7, 4
26, 11, 3
28, 22, 5
18, 1, 4
32, 21, 16
58, 78, 14
31, 38, 4
41, 26, 3
41, 26, 3
41, 26, 3
41, 26, 3
18, 1, 4
16, 3, 3
32, 21, 16
11, 1, 1
18, 1, 4
70, 57, 12
20, 7, 4
15, 0, 2
16, 3, 3
41, 26, 3
41, 26, 3
30, 35, 3
128, 199, 6
109, 194, 6
31, 35, 8
81, 142, 8
122, 200, 29
117, 200, 13
128, 199, 6
117, 200, 13
117, 200, 13
53, 112, 5
23, 15, 4
45, 96, 3
122, 200, 29
31, 53, 4
150, 200, 6
150, 200, 6
18, 11, 3
25, 22, 3
18, 9, 3
29, 10, 9
42, 25, 24
23, 15, 4
24, 12, 4
30, 12, 3
18, 1, 4
16, 3, 3
41, 26, 3
23, 7, 6
20, 7, 4
29, 10, 9
30, 35, 3
28, 22, 5
41, 26, 3
34, 11, 3
13, 0, 3
46, 46, 3
8, 1, 0
1, 0, 0
1, 0, 0
15, 0, 2
29, 10, 9
49, 43, 14
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
84, 174, 15
56, 114, 3
30, 35, 3
109, 194, 6
102, 142, 15
36, 62, 5
18, 11, 3
41, 49, 3
36, 62, 5
31, 53, 4
25, 22, 3
11, 0, 2
65, 96, 3
31, 53, 4
107, 142, 6
126, 142, 6
18, 9, 3
18, 11, 3
31, 35, 8
55, 51, 13
133, 146, 49
122, 200, 29
71, 96, 8
28, 22, 5
20, 7, 4
30, 12, 3
16, 3, 3
41, 26, 3
30, 12, 3
18, 9, 3
20, 7, 4
33, 23, 3
34, 11, 3
16, 3, 3
18, 1, 4
13, 0, 3
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
8, 1, 0
28, 22, 5
41, 26, 3
1, 2, 0
1, 2, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 1, 0
1, 0, 0
1, 0, 0
1, 0, 0
59, 130, 3
25, 22, 3
36, 62, 5
16, 3, 3
54, 84, 3
81, 142, 8
151, 212, 18
122, 200, 29
45, 96, 3
53, 112, 5
53, 112, 5
53, 112, 5
30, 35, 3
102, 142, 15
82, 119, 4
63, 83, 18
102, 142, 15
122, 200, 29
117, 200, 13
109, 194, 6
84, 174, 15
84, 174, 15
84, 174, 15
84, 174, 15
109, 194, 6
151, 212, 18
102, 142, 15
20, 7, 4
41, 26, 3
30, 12, 3
20, 7, 4
20, 7, 4
16, 5, 2
10, 1, 2
9, 0, 2
18, 1, 4
8, 1, 0
1, 1, 0
1, 1, 0
1, 1, 0
26, 11, 3
70, 57, 12
1, 1, 0
1, 1, 0
1, 0, 0
151, 212, 18
36, 62, 5
84, 174, 15
18, 11, 3
36, 62, 5
53, 112, 5
82, 119, 4
151, 212, 18
117, 200, 13
54, 153, 4
36, 62, 5
17, 10, 2
122, 200, 29
128, 199, 6
81, 142, 8
31, 38, 4
13, 0, 3
36, 62, 5
45, 96, 3
45, 96, 3
53, 112, 5
54, 84, 3
45, 96, 3
53, 112, 5
56, 114, 3
45, 96, 3
81, 142, 8
102, 142, 15
11, 0, 2
33, 23, 3
9, 0, 2
9, 0, 2
8, 0, 2
8, 0, 2
11, 0, 2
16, 0, 5
20, 3, 3
24, 12, 4
108, 63, 3
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 1, 0
1, 0, 0
